timestamp,frame_number,track_id,class,confidence,x1,y1,x2,y2,center_x,center_y,line_crossing_status
2026-08-04T02:11:55.227471,29,1,person,0.386,11,10,281,239,146,125,none
2026-08-04T02:11:55.292778,30,1,person,0.386,13,10,286,239,150,124,none
2026-08-04T02:11:55.356231,31,1,person,0.386,13,10,287,239,150,124,none
2026-08-04T02:11:55.418574,32,1,person,0.549,11,8,289,239,150,124,none
2026-08-04T02:11:55.479314,33,1,person,0.549,10,8,290,239,150,124,none
2026-08-04T02:11:55.547616,34,1,person,0.549,9,8,291,239,150,124,none
2026-08-04T02:11:55.610217,35,1,person,0.549,8,8,291,239,150,124,none
2026-08-04T02:11:55.679273,36,1,person,0.304,0,8,279,239,139,124,none
2026-08-04T02:11:56.056825,43,17,person,0.302,1,55,171,239,86,147,none
2026-08-04T02:11:56.116861,44,17,person,0.302,1,55,171,239,86,147,none
2026-08-04T02:11:56.190715,45,17,person,0.302,1,55,171,239,86,147,none
2026-08-04T02:11:56.269010,46,17,person,0.302,1,55,171,239,86,147,none
2026-08-04T02:12:02.208159,77,118,person,0.493,0,13,178,239,89,126,none
2026-08-04T02:12:02.260617,78,118,person,0.493,0,13,178,239,89,126,none
2026-08-04T02:12:02.325477,79,118,person,0.493,0,13,178,239,89,126,none
2026-08-04T02:12:02.385776,80,118,person,0.493,0,13,178,239,89,126,none
2026-08-04T02:12:02.448731,81,118,person,0.493,0,13,178,239,89,126,none
2026-08-04T02:12:03.204231,82,118,person,0.576,3,7,187,239,95,123,none
2026-08-04T02:12:03.261239,83,118,person,0.576,3,5,189,239,96,122,none
2026-08-04T02:12:03.319813,84,118,person,0.576,3,5,190,239,96,122,none
2026-08-04T02:12:03.382969,85,118,person,0.576,3,5,189,239,96,122,none
2026-08-04T02:12:03.447720,86,118,person,0.576,3,5,189,239,96,122,none
2026-08-04T02:12:04.206434,87,118,person,0.353,25,3,218,238,122,121,none
2026-08-04T02:12:04.260436,88,118,person,0.353,29,2,229,238,129,120,none
2026-08-04T02:12:04.320341,89,118,person,0.353,27,2,231,238,129,120,none
2026-08-04T02:12:04.388239,90,118,person,0.353,24,2,232,238,128,120,none
2026-08-04T02:12:04.446275,91,118,person,0.353,21,3,234,238,127,120,none
2026-08-04T02:12:05.200495,92,118,person,0.617,44,9,262,239,153,124,none
2026-08-04T02:12:05.261544,93,118,person,0.617,47,11,273,239,160,125,none
2026-08-04T02:12:05.324012,94,118,person,0.617,43,11,277,239,160,125,none
2026-08-04T02:12:05.388907,95,118,person,0.617,38,11,280,239,159,125,none
2026-08-04T02:12:05.454432,96,118,person,0.617,34,11,283,239,158,125,none
2026-08-04T02:12:06.209495,97,118,person,0.534,9,6,264,239,137,122,none
2026-08-04T02:12:06.261345,98,118,person,0.534,2,5,259,239,131,122,none
2026-08-04T02:12:06.321412,99,118,person,0.534,1,5,260,239,130,122,none
2026-08-04T02:12:06.390996,100,118,person,0.534,2,5,261,239,131,122,none
2026-08-04T02:12:06.459098,101,118,person,0.534,2,5,262,239,132,122,none
2026-08-04T02:12:07.204130,102,118,person,0.466,18,9,278,239,148,124,none
2026-08-04T02:12:07.257442,103,118,person,0.466,21,10,284,239,153,124,none
2026-08-04T02:12:07.320291,104,118,person,0.466,19,10,286,239,153,124,none
2026-08-04T02:12:07.385613,105,118,person,0.466,16,10,288,239,152,124,none
2026-08-04T02:12:07.448395,106,118,person,0.466,14,9,289,239,152,124,none
2026-08-04T02:12:08.206035,107,118,person,0.532,22,7,303,239,162,123,none
2026-08-04T02:12:08.258607,108,118,person,0.532,23,6,308,239,165,123,none
2026-08-04T02:12:08.319386,109,118,person,0.532,22,6,309,239,165,123,none
2026-08-04T02:12:08.380978,110,118,person,0.532,20,6,310,239,165,123,none
2026-08-04T02:12:08.446893,111,118,person,0.532,19,6,310,239,165,123,none
2026-08-04T02:12:09.201704,112,118,person,0.325,40,39,295,239,168,139,none
2026-08-04T02:12:09.256949,113,118,person,0.325,44,48,293,239,168,144,none
2026-08-04T02:12:09.320246,114,118,person,0.325,43,49,294,239,169,144,none
2026-08-04T02:12:09.384498,115,118,person,0.325,40,48,297,239,168,143,none
2026-08-04T02:12:09.449486,116,118,person,0.325,37,47,299,239,168,143,none
2026-08-04T02:12:11.205897,122,130,person,0.544,0,2,263,239,132,120,none
2026-08-04T02:12:11.275558,123,130,person,0.544,0,2,263,239,132,120,none
2026-08-04T02:12:11.330909,124,130,person,0.544,0,2,263,239,132,120,none
2026-08-04T02:12:11.397815,125,130,person,0.544,0,2,263,239,132,120,none
2026-08-04T02:12:11.460946,126,130,person,0.544,0,2,263,239,132,120,none
2026-08-04T02:12:13.197846,132,137,person,0.612,0,1,252,239,126,120,none
2026-08-04T02:12:13.200776,132,138,person,0.488,1,0,177,238,89,119,none
2026-08-04T02:12:13.261412,133,137,person,0.612,0,1,252,239,126,120,none
2026-08-04T02:12:13.264403,133,138,person,0.488,1,0,177,238,89,119,none
2026-08-04T02:12:13.322558,134,137,person,0.612,0,1,252,239,126,120,none
2026-08-04T02:12:13.324268,134,138,person,0.488,1,0,177,238,89,119,none
2026-08-04T02:12:13.389097,135,137,person,0.612,0,1,252,239,126,120,none
2026-08-04T02:12:13.391805,135,138,person,0.488,1,0,177,238,89,119,none
2026-08-04T02:12:13.459593,136,137,person,0.612,0,1,252,239,126,120,none
2026-08-04T02:12:13.461902,136,138,person,0.488,1,0,177,238,89,119,none
2026-08-04T02:12:14.205375,137,138,person,0.498,20,32,173,238,97,135,none
2026-08-04T02:12:14.258193,138,138,person,0.498,26,41,172,238,99,139,none
2026-08-04T02:12:14.318335,139,138,person,0.498,26,41,172,238,99,140,none
2026-08-04T02:12:14.379866,140,138,person,0.498,25,40,172,238,99,139,none
2026-08-04T02:12:14.451181,141,138,person,0.498,25,39,172,238,98,139,none
2026-08-04T02:12:16.203175,147,139,person,0.57,7,1,316,239,162,120,none
2026-08-04T02:12:16.256321,148,139,person,0.57,7,1,316,239,162,120,none
2026-08-04T02:12:16.314272,149,139,person,0.41,6,0,316,239,161,119,none
2026-08-04T02:12:16.375657,150,139,person,0.41,6,0,316,239,161,119,none
2026-08-04T02:12:16.445827,151,139,person,0.41,6,0,316,239,161,119,none
2026-08-04T02:12:17.206360,152,139,person,0.253,0,3,299,237,149,120,none
2026-08-04T02:12:17.261214,153,139,person,0.253,0,4,294,237,147,121,none
2026-08-04T02:12:17.316798,154,139,person,0.272,9,4,307,238,158,121,none
2026-08-04T02:12:17.384451,155,139,person,0.272,11,4,311,239,161,121,none
2026-08-04T02:12:17.447328,156,139,person,0.272,11,4,312,239,161,121,none
2026-08-04T02:12:18.204523,157,139,person,0.297,7,1,313,239,160,120,none
2026-08-04T02:12:18.255194,158,139,person,0.297,5,0,314,239,159,120,none
2026-08-04T02:12:18.311218,159,139,person,0.297,4,0,314,239,159,120,none
2026-08-04T02:12:18.374003,160,139,person,0.297,4,0,315,239,159,120,none
2026-08-04T02:12:18.440475,161,139,person,0.297,4,0,315,239,159,120,none
2026-08-04T02:12:26.204743,197,-1,person,0.28,12,109,140,239,76,174,none
2026-08-04T02:12:26.248680,198,-1,person,0.28,12,109,140,239,76,174,none
2026-08-04T02:12:26.306156,199,-1,person,0.28,12,109,140,239,76,174,none
2026-08-04T02:12:26.367884,200,-1,person,0.28,12,109,140,239,76,174,none
2026-08-04T02:12:26.418827,201,-1,person,0.28,12,109,140,239,76,174,none
2026-08-04T02:12:28.201384,207,-1,person,0.286,40,64,142,239,91,152,none
2026-08-04T02:12:28.245127,208,-1,person,0.286,40,64,142,239,91,152,none
2026-08-04T02:12:28.307331,209,-1,person,0.286,40,64,142,239,91,152,none
2026-08-04T02:12:28.372669,210,-1,person,0.286,40,64,142,239,91,152,none
2026-08-04T02:12:28.431898,211,-1,person,0.286,40,64,142,239,91,152,none
2026-08-04T02:12:29.198408,212,-1,person,0.263,24,56,135,239,79,147,none
2026-08-04T02:12:29.255088,213,-1,person,0.263,24,56,135,239,79,147,none
2026-08-04T02:12:29.313338,214,-1,person,0.263,24,56,135,239,79,147,none
2026-08-04T02:12:29.374231,215,-1,person,0.263,24,56,135,239,79,147,none
2026-08-04T02:12:29.432384,216,-1,person,0.263,24,56,135,239,79,147,none
2026-08-04T02:12:31.207805,222,343,person,0.502,1,111,130,239,65,175,none
2026-08-04T02:12:31.282927,223,343,person,0.502,1,111,130,239,65,175,none
2026-08-04T02:12:31.343016,224,343,person,0.502,1,111,130,239,65,175,none
2026-08-04T02:12:31.401190,225,343,person,0.502,1,111,130,239,65,175,none
2026-08-04T02:12:31.461466,226,343,person,0.502,1,111,130,239,65,175,none
2026-08-04T02:12:32.212442,227,343,person,0.387,0,63,167,239,83,151,none
2026-08-04T02:12:32.253769,228,343,person,0.387,0,50,173,239,86,144,none
2026-08-04T02:12:32.308152,229,343,person,0.387,0,50,168,239,84,144,none
2026-08-04T02:12:32.368715,230,343,person,0.387,0,53,161,239,80,146,none
2026-08-04T02:12:32.424324,231,343,person,0.387,0,54,156,239,78,146,none
2026-08-04T02:12:33.199632,232,343,person,0.465,8,93,133,239,71,166,none
2026-08-04T02:12:33.249632,233,343,person,0.465,10,104,127,239,69,172,none
2026-08-04T02:12:33.305005,234,343,person,0.465,10,105,127,239,68,172,none
2026-08-04T02:12:33.358285,235,343,person,0.465,9,104,128,239,69,171,none
2026-08-04T02:12:33.417259,236,343,person,0.465,9,103,129,239,69,171,none
2026-08-04T02:12:34.206535,237,-1,person,0.282,1,50,308,239,154,144,none
2026-08-04T02:12:34.256153,238,-1,person,0.282,1,50,308,239,154,144,none
2026-08-04T02:12:34.312971,239,-1,person,0.282,1,50,308,239,154,144,none
2026-08-04T02:12:34.376314,240,-1,person,0.282,1,50,308,239,154,144,none
2026-08-04T02:12:34.435763,241,-1,person,0.282,1,50,308,239,154,144,none
2026-08-04T02:12:35.211294,242,399,person,0.477,7,54,140,239,74,146,none
2026-08-04T02:12:35.262832,243,399,person,0.477,7,54,140,239,74,146,none
2026-08-04T02:12:35.317541,244,399,person,0.477,7,54,140,239,74,146,none
2026-08-04T02:12:35.385886,245,399,person,0.477,7,54,140,239,74,146,none
2026-08-04T02:12:35.473884,246,399,person,0.477,7,54,140,239,74,146,none
2026-08-04T02:12:36.193150,247,399,person,0.666,2,51,136,238,69,145,none
2026-08-04T02:12:36.245357,248,399,person,0.666,1,51,135,238,68,144,none
2026-08-04T02:12:36.299194,249,399,person,0.666,1,51,135,238,68,144,none
2026-08-04T02:12:36.363498,250,399,person,0.666,1,51,135,238,68,145,none
2026-08-04T02:12:36.423205,251,399,person,0.666,2,51,135,238,68,145,none
2026-08-04T02:12:37.197505,252,399,person,0.419,15,97,120,239,67,168,none
2026-08-04T02:12:37.257453,253,399,person,0.419,18,111,116,239,67,175,none
2026-08-04T02:12:37.312735,254,399,person,0.419,16,112,117,239,67,175,none
2026-08-04T02:12:37.370855,255,399,person,0.419,14,110,119,239,67,175,none
2026-08-04T02:12:37.428759,256,399,person,0.419,13,109,121,239,67,174,none
2026-08-04T02:12:38.210298,257,399,person,0.405,11,111,119,239,65,175,none
2026-08-04T02:12:38.268468,258,399,person,0.405,10,112,119,239,65,176,none
2026-08-04T02:12:38.344426,259,399,person,0.405,10,112,120,239,65,176,none
2026-08-04T02:12:38.425495,260,399,person,0.405,9,112,121,239,65,176,none
2026-08-04T02:12:38.512464,261,399,person,0.405,9,112,122,239,65,176,none
2026-08-04T02:12:39.201730,262,405,person,0.337,21,53,138,239,80,146,none
2026-08-04T02:12:39.264504,263,405,person,0.337,21,53,138,239,80,146,none
2026-08-04T02:12:39.328780,264,405,person,0.337,21,53,138,239,80,146,none
2026-08-04T02:12:39.397262,265,405,person,0.337,21,53,138,239,80,146,none
2026-08-04T02:12:39.461521,266,405,person,0.337,21,53,138,239,80,146,none
2026-08-04T02:12:40.204716,267,405,person,0.271,14,52,133,239,73,145,none
2026-08-04T02:12:40.261612,268,405,person,0.271,11,52,132,239,71,145,none
2026-08-04T02:12:40.324018,269,405,person,0.514,8,51,132,238,70,145,none
2026-08-04T02:12:40.406053,270,405,person,0.514,7,51,133,238,70,145,none
2026-08-04T02:12:40.502367,271,405,person,0.514,7,51,134,238,70,145,none
2026-08-04T02:12:41.203632,272,405,person,0.447,6,52,134,238,70,145,none
2026-08-04T02:12:41.268858,273,405,person,0.447,6,52,134,239,70,145,none
2026-08-04T02:12:41.328898,274,405,person,0.447,5,52,135,239,70,145,none
2026-08-04T02:12:41.405661,275,405,person,0.447,5,52,135,239,70,145,none
2026-08-04T02:12:42.209043,277,405,person,0.439,5,54,136,238,70,146,none
2026-08-04T02:12:42.277959,278,405,person,0.439,4,54,136,238,70,146,none
2026-08-04T02:12:42.335883,279,405,person,0.439,4,54,137,238,70,146,none
2026-08-04T02:12:42.406702,280,405,person,0.439,4,54,137,238,70,146,none
2026-08-04T02:12:42.473176,281,405,person,0.439,3,54,138,238,70,146,none
2026-08-04T02:12:43.432320,286,-1,person,0.29,7,53,150,239,79,146,none
2026-08-04T02:12:43.434090,286,-1,person,0.274,8,39,306,239,157,139,none
2026-08-04T02:12:44.204076,287,435,person,0.55,5,50,150,239,78,144,none
2026-08-04T02:12:44.262575,288,435,person,0.55,5,50,150,239,78,144,none
2026-08-04T02:12:44.322811,289,435,person,0.55,6,50,149,239,77,144,none
2026-08-04T02:12:44.391677,290,435,person,0.55,6,50,149,239,77,144,none
2026-08-04T02:12:44.457832,291,435,person,0.55,7,50,148,239,77,144,none
2026-08-04T02:12:45.201892,292,435,person,0.457,14,85,130,239,72,162,none
2026-08-04T02:12:45.262429,293,435,person,0.457,15,96,124,239,70,167,none
2026-08-04T02:12:45.328248,294,435,person,0.457,15,97,125,239,70,168,none
2026-08-04T02:12:45.389175,295,435,person,0.457,14,95,126,239,70,167,none
2026-08-04T02:12:45.452641,296,435,person,0.457,14,94,127,239,70,167,none
2026-08-04T02:12:47.206320,302,-1,person,0.257,7,54,141,239,74,147,none
2026-08-04T02:12:47.257675,303,-1,person,0.257,7,54,141,239,74,147,none
2026-08-04T02:12:47.309923,304,-1,person,0.257,7,54,141,239,74,147,none
2026-08-04T02:12:47.365890,305,-1,person,0.257,7,54,141,239,74,147,none
2026-08-04T02:12:47.421739,306,-1,person,0.257,7,54,141,239,74,147,none
2026-08-04T02:12:49.207881,312,487,person,0.402,34,121,175,239,105,180,none
2026-08-04T02:12:49.262586,313,487,person,0.402,34,121,175,239,105,180,none
2026-08-04T02:12:49.318499,314,487,person,0.402,34,121,175,239,105,180,none
2026-08-04T02:12:49.376647,315,487,person,0.402,34,121,175,239,105,180,none
2026-08-04T02:12:49.435610,316,487,person,0.402,34,121,175,239,105,180,none
2026-08-04T02:12:50.197149,317,487,person,0.327,25,112,176,239,100,176,none
2026-08-04T02:12:50.243512,318,487,person,0.327,22,110,176,239,99,175,none
2026-08-04T02:12:50.302125,319,487,person,0.327,23,110,175,239,99,175,none
2026-08-04T02:12:50.366464,320,487,person,0.327,23,110,175,239,99,175,none
2026-08-04T02:12:50.425466,321,487,person,0.327,24,111,175,239,99,175,none
2026-08-04T02:12:52.204822,327,-1,person,0.291,2,46,259,238,131,142,none
2026-08-04T02:12:52.247557,328,-1,person,0.291,2,46,259,238,131,142,none
2026-08-04T02:12:52.303964,329,-1,person,0.291,2,46,259,238,131,142,none
2026-08-04T02:12:52.365836,330,-1,person,0.291,2,46,259,238,131,142,none
2026-08-04T02:12:52.426381,331,-1,person,0.291,2,46,259,238,131,142,none
2026-08-04T02:12:54.205899,337,-1,person,0.281,27,127,182,239,105,183,none
2026-08-04T02:12:54.249415,338,-1,person,0.281,27,127,182,239,105,183,none
2026-08-04T02:12:54.303624,339,-1,person,0.281,27,127,182,239,105,183,none
2026-08-04T02:12:54.361509,340,-1,person,0.281,27,127,182,239,105,183,none
2026-08-04T02:12:54.416222,341,-1,person,0.281,27,127,182,239,105,183,none
2026-08-04T02:12:57.200606,352,588,person,0.306,5,1,290,239,148,120,none
2026-08-04T02:12:57.250608,353,588,person,0.306,5,1,290,239,148,120,none
2026-08-04T02:12:57.305303,354,588,person,0.306,5,1,290,239,148,120,none
2026-08-04T02:12:57.366033,355,588,person,0.306,5,1,290,239,148,120,none
2026-08-04T02:12:57.423400,356,588,person,0.306,5,1,290,239,148,120,none
2026-08-04T02:12:58.210557,357,-1,person,0.252,0,51,126,238,63,144,none
2026-08-04T02:12:58.254657,358,-1,person,0.252,0,51,126,238,63,144,none
2026-08-04T02:12:58.313014,359,-1,person,0.252,0,51,126,238,63,144,none
2026-08-04T02:12:58.372566,360,-1,person,0.252,0,51,126,238,63,144,none
2026-08-04T02:12:58.436404,361,-1,person,0.252,0,51,126,238,63,144,none
2026-08-04T02:12:59.203942,362,638,person,0.478,0,45,130,238,65,142,none
2026-08-04T02:12:59.254818,363,638,person,0.478,0,44,131,238,65,141,none
2026-08-04T02:12:59.312113,364,638,person,0.478,0,43,131,238,65,141,none
2026-08-04T02:12:59.367979,365,638,person,0.478,0,43,131,238,65,141,none
2026-08-04T02:12:59.427403,366,638,person,0.478,0,44,131,238,65,141,none
2026-08-04T02:13:02.198897,377,-1,person,0.273,0,40,316,239,158,139,none
2026-08-04T02:13:02.248222,378,-1,person,0.273,0,40,316,239,158,139,none
2026-08-04T02:13:02.302254,379,-1,person,0.273,0,40,316,239,158,139,none
2026-08-04T02:13:02.361237,380,-1,person,0.273,0,40,316,239,158,139,none
2026-08-04T02:13:02.417171,381,-1,person,0.273,0,40,316,239,158,139,none
2026-08-04T02:13:04.199760,387,689,person,0.325,0,53,135,238,67,146,none
2026-08-04T02:13:05.206077,392,690,person,0.449,0,49,139,239,69,144,none
2026-08-04T02:13:05.208064,392,691,person,0.414,131,94,282,239,207,166,none
2026-08-04T02:13:05.259829,393,690,person,0.449,0,49,139,239,69,144,none
2026-08-04T02:13:05.261461,393,691,person,0.414,131,94,282,239,207,166,none
2026-08-04T02:13:05.309009,394,-1,person,0.282,1,43,307,239,154,141,none
2026-08-04T02:13:05.386429,395,-1,person,0.282,1,43,307,239,154,141,none
2026-08-04T02:13:05.447672,396,-1,person,0.282,1,43,307,239,154,141,none
2026-08-04T02:13:06.204581,397,690,person,0.362,0,47,139,239,69,143,none
2026-08-04T02:13:06.266720,398,690,person,0.609,0,46,140,239,70,143,none
2026-08-04T02:13:06.323979,399,690,person,0.609,0,46,140,239,70,142,none
2026-08-04T02:13:06.384877,400,690,person,0.609,0,46,140,239,70,142,none
2026-08-04T02:13:06.443139,401,690,person,0.609,0,46,140,239,70,142,none
2026-08-04T02:13:07.203197,402,690,person,0.295,2,46,141,239,71,143,none
2026-08-04T02:13:07.282293,403,690,person,0.295,2,47,142,239,72,143,none
2026-08-04T02:13:07.354957,404,690,person,0.295,2,47,142,239,72,143,none
2026-08-04T02:13:07.460088,405,690,person,0.438,0,41,143,239,71,140,none
2026-08-04T02:13:07.547702,406,690,person,0.438,0,40,143,239,71,139,none
2026-08-04T02:13:08.232910,407,690,person,0.307,1,45,142,239,71,142,none
2026-08-04T02:13:08.310932,408,690,person,0.325,0,45,141,238,70,142,none
2026-08-04T02:13:08.423341,409,690,person,0.307,1,46,141,239,71,142,none
2026-08-04T02:13:08.534079,410,690,person,0.325,0,45,141,238,70,142,none
2026-08-04T02:13:08.616362,411,690,person,0.325,0,44,141,238,70,141,none
2026-08-04T02:13:08.707305,412,690,person,0.339,5,51,143,239,74,145,none
2026-08-04T02:13:08.962857,415,690,person,0.314,1,49,141,239,71,144,none
2026-08-04T02:13:09.078066,416,690,person,0.335,2,50,141,238,71,144,none
2026-08-04T02:13:09.185466,417,690,person,0.35,0,48,140,239,70,143,none
2026-08-04T02:13:09.271568,418,690,person,0.35,0,47,140,239,70,143,none
2026-08-04T02:13:09.358066,419,690,person,0.35,0,47,140,239,70,143,none
2026-08-04T02:13:09.446666,420,690,person,0.611,0,48,140,239,70,144,none
2026-08-04T02:13:09.552181,421,690,person,0.392,1,49,140,239,70,144,none
2026-08-04T02:13:09.655560,422,690,person,0.405,0,49,140,239,70,144,none
2026-08-04T02:13:09.750909,423,690,person,0.405,0,48,140,239,70,144,none
2026-08-04T02:13:09.837712,424,690,person,0.405,0,48,140,239,70,144,none
2026-08-04T02:13:09.922267,425,690,person,0.344,1,50,140,239,70,145,none
2026-08-04T02:13:10.010149,426,-1,person,0.28,0,39,315,239,157,139,none
2026-08-04T02:13:10.100768,427,690,person,0.448,5,48,148,239,76,143,none
2026-08-04T02:13:10.186898,428,690,person,0.448,5,48,148,239,76,143,none
2026-08-04T02:13:10.284143,429,690,person,0.448,4,48,148,239,76,143,none
2026-08-04T02:13:10.369257,430,690,person,0.503,33,14,211,239,122,126,none
2026-08-04T02:13:10.457370,431,690,person,0.493,56,21,241,239,149,130,none
2026-08-04T02:13:10.558145,432,749,person,0.541,148,96,250,239,199,167,none
2026-08-04T02:13:10.560308,432,750,person,0.423,30,73,159,239,94,156,none
2026-08-04T02:13:10.658465,433,749,person,0.541,148,96,250,239,199,167,none
2026-08-04T02:13:10.662691,433,750,person,0.423,30,73,159,239,94,156,none
2026-08-04T02:13:10.758440,434,749,person,0.541,148,96,250,239,199,167,none
2026-08-04T02:13:10.762491,434,750,person,0.423,30,73,159,239,94,156,none
2026-08-04T02:13:10.845464,435,749,person,0.252,144,96,246,239,195,167,none
2026-08-04T02:13:10.847576,435,750,person,0.444,31,74,158,239,95,157,none
2026-08-04T02:13:10.929021,436,749,person,0.252,142,96,245,239,194,167,none
2026-08-04T02:13:10.931520,436,750,person,0.444,31,75,158,239,95,157,none
2026-08-04T02:13:11.026582,437,750,person,0.399,3,44,153,238,78,141,none
2026-08-04T02:13:11.117696,438,750,person,0.399,0,35,154,238,77,137,none
2026-08-04T02:13:11.206919,439,750,person,0.399,0,35,154,238,77,137,none
2026-08-04T02:13:11.306328,440,750,person,0.349,1,46,149,239,75,143,none
2026-08-04T02:13:11.309654,440,749,person,0.545,144,100,245,239,194,170,none
2026-08-04T02:13:11.409720,441,750,person,0.349,2,50,147,239,75,145,none
2026-08-04T02:13:11.415563,441,749,person,0.545,143,100,246,239,194,170,none
2026-08-04T02:13:11.499788,442,750,person,0.566,27,76,154,239,90,157,none
2026-08-04T02:13:11.504436,442,749,person,0.508,137,84,250,239,194,161,none
2026-08-04T02:13:11.592055,443,750,person,0.566,34,82,156,239,95,161,none
2026-08-04T02:13:11.595827,443,749,person,0.508,136,79,251,239,194,159,none
2026-08-04T02:13:11.684957,444,750,person,0.566,34,83,156,239,95,161,none
2026-08-04T02:13:11.687784,444,749,person,0.508,136,79,251,239,194,159,none
2026-08-04T02:13:11.789613,445,750,person,0.463,5,54,149,239,77,146,none
2026-08-04T02:13:11.793396,445,749,person,0.408,139,89,247,239,193,164,none
2026-08-04T02:13:11.889067,446,750,person,0.463,0,45,149,239,74,142,none
2026-08-04T02:13:11.893000,446,749,person,0.408,140,92,246,239,193,165,none
2026-08-04T02:13:11.979542,447,750,person,0.439,14,53,158,239,86,146,none
2026-08-04T02:13:11.983883,447,749,person,0.385,141,97,243,239,192,168,none
2026-08-04T02:13:12.086272,448,750,person,0.439,20,57,160,239,90,148,none
2026-08-04T02:13:12.089462,448,749,person,0.385,141,98,243,239,192,169,none
2026-08-04T02:13:12.173555,449,750,person,0.439,22,58,160,239,91,148,none
2026-08-04T02:13:12.175811,449,749,person,0.385,141,98,243,239,192,168,none
2026-08-04T02:13:12.271028,450,750,person,0.538,31,77,155,239,93,158,none
2026-08-04T02:13:12.274017,450,749,person,0.352,137,88,246,239,192,164,none
2026-08-04T02:13:12.375604,451,750,person,0.538,33,82,154,239,94,161,none
2026-08-04T02:13:12.380389,451,749,person,0.352,137,86,247,239,192,162,none
2026-08-04T02:13:12.463035,452,750,person,0.369,28,60,164,239,96,149,none
2026-08-04T02:13:12.465982,452,749,person,0.514,139,91,246,239,192,165,none
2026-08-04T02:13:12.565482,453,750,person,0.369,27,53,166,239,97,146,none
2026-08-04T02:13:12.569566,453,749,person,0.514,139,92,245,239,192,166,none
2026-08-04T02:13:12.659857,454,750,person,0.369,28,52,165,239,97,146,none
2026-08-04T02:13:12.661999,454,749,person,0.514,140,93,245,239,192,166,none
2026-08-04T02:13:12.762537,455,749,person,0.517,140,97,243,239,192,168,none
2026-08-04T02:13:12.844310,456,749,person,0.517,140,98,243,239,192,168,none
2026-08-04T02:13:12.929745,457,749,person,0.366,141,99,243,239,192,169,none
2026-08-04T02:13:12.933632,457,750,person,0.517,6,52,147,239,76,146,none
2026-08-04T02:13:13.034996,458,749,person,0.366,141,99,244,239,193,169,none
2026-08-04T02:13:13.039758,458,750,person,0.517,6,52,148,239,77,146,none
2026-08-04T02:13:13.130900,459,749,person,0.366,141,99,244,239,193,169,none
2026-08-04T02:13:13.133389,459,750,person,0.517,6,52,149,239,78,146,none
2026-08-04T02:13:13.224368,460,749,person,0.47,137,96,242,239,190,168,none
2026-08-04T02:13:13.226898,460,750,person,0.521,3,48,149,239,76,143,none
2026-08-04T02:13:13.329789,461,749,person,0.47,136,95,242,239,189,167,none
2026-08-04T02:13:13.335777,461,750,person,0.521,2,46,150,239,76,143,none
2026-08-04T02:13:13.443259,462,750,person,0.43,0,45,147,239,73,142,none
2026-08-04T02:13:13.539500,463,750,person,0.43,0,45,147,239,73,142,none
2026-08-04T02:13:13.638678,464,750,person,0.43,0,45,146,239,73,142,none
2026-08-04T02:13:13.729182,465,784,person,0.358,1,1,310,239,155,120,none
2026-08-04T02:13:13.826825,466,784,person,0.358,1,1,310,239,155,120,none
2026-08-04T02:13:13.906527,467,784,person,0.296,22,36,288,239,155,138,none
2026-08-04T02:13:13.990650,468,784,person,0.296,27,46,283,239,155,143,none
2026-08-04T02:13:14.092636,469,784,person,0.296,26,47,284,239,155,143,none
2026-08-04T02:13:14.329632,472,-1,person,0.258,0,50,139,239,70,144,none
